Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Tipo de Atividade;Natureza Jurídica;Línguas;Especialidades
CHURRASCARIA E POUSADA PITOMBEIRA LTDA;CHURRASCARIA PITOMBEIRA;03.145.782/0001-45;MICROEMPRESA;12/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;63475-000;CE;Jaguaribe; - ;Sem Logradouro; - ;(88)3522-1272;cppitombeira@hotmail.com;cppitombeira@hotmail.com; - ;28/08/2017 10:26:04;28/08/2019 00:00:00;03.145.782/0001-45;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira|Cozinha regional
IOLENE BARRETO DA LUZ;FLUTUANTE DA TIA;03.180.107/0001-57;MICROEMPRESA;12/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;69037-000;AM;Manaus;Ponta Negra;Coronel Teixeira; - ;(92)9994-6708;flutuantedatia@gmail.com;flutuantedatia@gmail.com; - ;10/11/2017 15:46:38;10/11/2019 00:00:00;03.180.107/0001-57;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
CATARINA FONSECA COELHO;COELHO'S ALIMENTAÇÃO;03.185.546/0001-52;EMPRESA DE PEQUENO PORTE;31/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;58051-124;PB;João Pessoa;Bancários;Djalma Coêlho; - ;(83)3235-2859;COELHOSBAR@GMAIL.COM;COELHOSBAR@GMAIL.COM; - ;07/11/2017 13:28:28;07/11/2019 00:00:00;03.185.546/0001-52;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
RUI C. SPERLING & CIA LTDA;Rui C. Sperling & Cia Ltda;03.186.082/0001-07;MICROEMPRESA;27/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;98801-700;RS;Santo Ângelo;Centro;Bento Gonçalves; - ;(55)9813-0717;gastronomiachicasperling@bol.com.br;gastronomiachicasperling@bol.com.br; - ;05/04/2019 11:56:00;05/04/2021 11:56:00;03.186.082/0001-07;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Alemã|Brasileira|Cozinha regional
ESTELA FLORIANO RAMOS & CIA LTDA;LANCHONETE E RESTAURANTE BOIAO;03.190.432/0001-09;MICROEMPRESA;25/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;88790-000;SC;Laguna; - ;R VEREADOR TOME MACHADO DE SOUZA N101 / PONTA DA BARRA;BOIÃO;(48)3644-5065;lucasf.ramos@hotmail.com;lucasf.ramos@hotmail.com;http://boiao.com.br/;22/05/2019 12:05:50;22/05/2021 12:05:50;03.190.432/0001-09;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Português|Espanhol|Inglês;Portuguesa|Brasileira|Cozinha regional
RESTAURANTE SILVANDA LTDA;RANCHO I COZINHA MINEIRA;03.208.448/0001-93;MICROEMPRESA;05/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;12315-310;SP;Jacareí;Jardim Colônia;Espanha; - ;(12)3532-2577;ranchomineiro@gmail.com;ranchomineiro@gmail.com; - ;22/04/2019 13:17:42;22/04/2021 13:17:42;03.208.448/0001-93;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
LIANE SCHAEDLER;LANCHONETE E RESTAURANTE FLUTUANTE;03.210.755/0001-09;MICROEMPRESA;31/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;78560-000;MT;Porto dos Gaúchos; - ;Beira Rio;Arinos;(65)5261-1159;heliorezer@hotmail.com;Schaedler_ricardo@hotmail.com; - ;30/04/2019 11:20:35;30/04/2021 11:20:35;03.210.755/0001-09;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
MIRAGE HOTEL E RESTAURANTE LTDA;MIRAGE;03.227.737/0001-30;MICROEMPRESA;18/05/1999;Em Implantação;Restaurante, Cafeteria, Bar e Similares;45810-000;BA;Porto Seguro; - ;Rua Cova da Moça 694 Centro;;(73)3288-2123;miragehotelerestaurante@gmail.com;miragehotelerestaurante@gmail.com; - ;20/12/2018 12:24:12;20/12/2020 12:24:12;03.227.737/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
RISTORANTE IL CAMINO EIRELI;RISTORANTE IL CAMINO EIRELI - EPP;03.257.681/0001-66;EMPRESA DE PEQUENO PORTE;01/07/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;88865-000;SC;Nova Veneza; - ;Sem Logradouro; - ;(48)3436-1018;lilifefe.da@icloud.com;lilifefe.da@icloud.com; - ;21/08/2017 16:30:18;21/08/2019 00:00:00;03.257.681/0001-66;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Italiana
H. T. G. HOSPEDAGEM LTDA;POUSADA MIRANTE DE PIPA;03.314.021/0001-70;MICROEMPRESA;28/07/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;59178-000;RN;Tibau do Sul; - ;Rua do Mirante 01;Pipa;(84)3246-2251;GERENCIA@MIRANTEDEPIPA.COM.BR;GERENCIA@MIRANTEDEPIPA.COM.BR;www.MIRANTEDEPIPA.COM.BR;25/04/2019 12:07:06;25/04/2021 12:07:06;03.314.021/0001-70;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Sociedade Empresária Limitada;Inglês|Espanhol;Brasileira
RESTAURANTE SIEDLERTAL LTDA;RESTAURANTE SIEDLERTAL;03.317.577/0001-10;EMPRESA DE PEQUENO PORTE;02/08/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;89107-000;SC;Pomerode; - ;Rua Hermann Weege n 500; - ;(47)3387-2455;siedlertal@siedlertal.com.br;siedlertal@siedlertal.com.br; - ;11/07/2019 14:59:19;11/07/2021 14:59:19;03.317.577/0001-10;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Alemão;Alemã
MIGUEIS E SOUSA LTDA;RESTAURANTE E PEIXARIA MIGUÉIS;03.322.329/0001-67;MICROEMPRESA;21/07/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;79300-004;MS;Corumbá;Centro;Rua Quinze de Novembro;nº 36;(67)3231-2922;restaurantemigueis@ig.com.br;restaurantemigueis@ig.com.br;;08/02/2019 12:42:37;08/02/2021 12:42:37;03.322.329/0001-67;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Brasileira|Cozinha regional
RECANTO DO MEL LTDA;TENDA DO MEL;03.328.384/0001-64;MICROEMPRESA;03/08/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;99450-000;RS;Selbach; - ;RS 223, Km 37;s/n;(54)3387-1205;projetos_selbach@hotmail.com;recantodomel@hotmail.com; - ;07/03/2019 13:51:27;07/03/2021 13:51:27;03.328.384/0001-64;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Alemã|Brasileira
FERRADURA RESORT BUZIOS LTDA;FERRADURA PRIVATE;03.339.697/0002-07;EMPRESA DE PEQUENO PORTE;23/09/2003;Em Operação;Restaurante, Cafeteria, Bar e Similares;28950-000;RJ;Armação dos Búzios; - ;RUA E -I S/N Q E -I LOTE 09 FERRADURA ;;(21)2219-3520;gerencia@ferradurahotel.com.br;gerencia@ferradurahotel.com.br;www.ferradurahotel.com.br;12/07/2018 11:52:14;12/07/2020 11:52:14;03.339.697/0002-07;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês|Espanhol;Brasileira
S TEIXEIRA LIMA EIRELI;TREVAO ECO TUR;03.344.333/0001-26;MICROEMPRESA;18/08/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;65990-000;MA;Riachão; - ;Rod. Br 230 nº 20 Bairro São João;;(99)8819-2208;trevaoecotur@gmail.com;trevaoecotur@gmail.com; - ;17/04/2019 13:51:41;17/04/2021 13:51:41;03.344.333/0001-26;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira|Cozinha regional
ARNALDO CEZAR BRUNHOLI & FILHOS LTDA;FAMILIA BRUNHOLI RESTAURANTE;03.347.889/0001-76;EMPRESA DE PEQUENO PORTE;16/08/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;13218-711;SP;Jundiaí;Caxambu;Humberto Cereser;5900;(11)4584-1219;RESTAURANTE@BRUNHOLI.COM.BR;restaurante@brunholi.com.br;http://www.brunholi.com.br;16/05/2019 13:31:43;16/05/2021 13:31:43;03.347.889/0001-76;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Italiana
IVONETE MARIA DA SILVA;RESTAURANTE PLANALTO;03.357.775/0001-07;DEMAIS;24/08/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;57890-000;AL;Ibateguara; - ;FAZ AQUIDABAN;Terminal Turístico - AEROBAR Foguinho Rio Jacuípe;(82)9882-1681;foguinho.al@hotmail.com;foguinho.al@hotmail.com; - ;25/04/2019 10:33:37;25/04/2021 10:33:37;03.357.775/0001-07;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Cozinha regional|Brasileira
RESTAURANTE VIVA RO LTDA;VIVA RO;03.360.834/0001-04;MICROEMPRESA;22/07/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;28615-320;RJ;Nova Friburgo;Mury;Apolônia Pinto; - ;(22)2542-1890;roriedmann@hotmail.com;roriedmann@hotmail.com;Www.vivaro.com;25/06/2019 15:57:14;25/06/2021 15:57:14;03.360.834/0001-04;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Alemão;Alemã|Brasileira
GRINGS & GRINGS LTDA;POUSADA E RESTAURANTE FELIX;03.377.148/0001-38;MICROEMPRESA;26/08/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;95150-000;RS;Nova Petrópolis; - ;Avenida 15 de Novembro, n° 4490;Bairro Piá;(54)3281-9330;contato@pousadafelix.com.br;contato@pousadafelix.com.br;www.pousadafelix.com.br;19/04/2018 12:24:01;19/04/2020 12:24:01;03.377.148/0001-38;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira|Cozinha regional
CASULO GRILL ALIMENTOS LTDA;CASULO;03.384.136/0001-30;MICROEMPRESA;07/07/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;29702-800;ES;Colatina;Adélia Giuberti;Rio Doce; - ;(27)3722-5910;SA_CONTABILIDADE@HOTMAIL.COM;SA_CONTABILIDADE@HOTMAIL.COM; - ;24/10/2018 11:56:01;24/10/2020 11:56:01;03.384.136/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira|Cozinha regional
SANTOS E GREGORIO LTDA;GRUPO TREVO;03.391.944/0001-25;MICROEMPRESA;15/09/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;76245-000;GO;Bom Jardim de Goiás; - ;Rodovia 158;Posto WD;(64)9604-4615;P_TXU@HOTMAIL.COM;P_TXU@HOTMAIL.COM; - ;10/06/2019 14:10:53;10/06/2021 14:10:53;03.391.944/0001-25;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
LANCHONETE E RESTAURANTE BOTA LTDA;LANCHONETE E RESTAURANTE BOTA;03.396.002/0001-30;EMPRESA DE PEQUENO PORTE;16/09/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;78510-000;MT;Itaúba; - ;Av. Brasil, 42, Centro;Salão 01;(65)5611-1126;restaurantebota@gmail.com;restaurantebota@gmail.com; - ;11/04/2019 17:42:13;11/04/2021 17:42:13;03.396.002/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
M R V ARAUJO;GAZU EMPREENDIMENTOS;03.401.093/0001-54;DEMAIS;01/09/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;65265-000;MA;Mirinzal; - ;avenida Governador Antonio  sn Centro;pousada;(98)3399-1239;joselenesilvas58@gmail.com;joselenesilvas58@gmail.com; - ;28/05/2019 13:57:59;28/05/2021 13:57:59;03.401.093/0001-54;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
R. D. VIEIRA SOARES;PIZZARIA CASTANHO;03.414.151/0001-84;DEMAIS;27/09/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;69250-000;AM;Careiro; - ;Av. Adail de Sá, n389 - Centro;;(92)9280-8413;samureboucas@gmail.com;samureboucas@gmail.com; - ;02/10/2018 15:01:56;02/10/2020 15:01:56;03.414.151/0001-84;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário (Individual); - ;Cozinha regional|Brasileira
RESTAURANTE RECANTO DOS PESCADORES DE TERESOPOLIS EIRELI;RECANTO DOS PESCADORES;03.415.979/0001-57;DEMAIS;24/09/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;25963-080;RJ;Teresópolis;Várzea;Feliciano Sodré; - ;(21)2742-9988;recantodospescadores.tere@gmail.com;recantodospescadores.tere@gmail.com;www.recantodospescadores.com.br;01/11/2017 12:02:11;01/11/2019 00:00:00;03.415.979/0001-57;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Inglês;Brasileira
MOACIR LUIZ COSTENARO;CHALE COLONIAL;03.417.013/0001-59;EMPRESA DE PEQUENO PORTE;28/09/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;84400-000;PR;Prudentópolis; - ;Br 373 km261 262;interior;(42)3446-3500;chalecostenaro@yahoo.com.br;chalecostenaro@yahoo.com.br; - ;07/05/2018 09:15:49;07/05/2020 09:15:49;03.417.013/0001-59;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Português;Cozinha regional|Brasileira
CARVALHO & SOUZA LTDA;COMPLEXO 14 BIS;03.418.070/0001-52;MICROEMPRESA;09/09/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;69918-340;AC;Rio Branco;Nova Estação;São Sebastião;- de 501/502 ao fim;(68)3221-1940;complexo14bis@uol.com.br;complexo14bis@uol.com.br; - ;22/10/2018 12:41:56;22/10/2020 12:41:56;03.418.070/0001-52;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Sociedade Empresária Limitada;Espanhol;Brasileira
GRAN MAR COMERCIO DE ALIMENTOS LTDA;GIRAFFAS;03.436.477/0001-02;EMPRESA DE PEQUENO PORTE;14/09/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;11726-000;SP;Praia Grande;Sítio do Campo;Ayrton Senna da Silva; - ;(13)3591-5806;blfiscal@blcontabil.com.br;blfiscal@blcontabil.com.br; - ;20/05/2019 11:37:54;20/05/2021 11:37:54;03.436.477/0001-02;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
A.L. DA COSTA NETA HOTEL;HOTEL E RESTAURANTE DIAMANTE;03.442.784/0001-04;MICROEMPRESA;08/10/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;65620-000;MA;Coelho Neto; - ;AV RAIMUNDO FERVULO DE LIMA, 560 - CENTRO;;(98)9817-5003;hotelerestaurantediamante@gmail.com;hotelerestaurantediamante@gmail.com; - ;11/06/2019 16:45:20;11/06/2021 16:45:20;03.442.784/0001-04;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
TRAMONTO RESTAURANTE E CAFE EIRELI;TRAMONTO RESTAURANTE;03.447.552/0001-30;MICROEMPRESA;24/08/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;88865-000;SC;Nova Veneza; - ;Sem Logradouro; - ;(48)3436-5017;tramontorestaurante@hotmail.com;tramontorestaurante@hotmail.com; - ;21/08/2017 17:36:18;21/08/2019 00:00:00;03.447.552/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Italiano;Italiana
APARECIDO LUCIO FERRARI SORVETERIA;Palácio dos Sorvetes;03.453.311/0001-02;MICROEMPRESA;13/10/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;13670-000;SP;Santa Rita do Passa Quatro; - ;Avenida Severino Meirelles n° 1253;;(19)3582-4420;palaciodossorvetessantarita@gmail.com;palaciodossorvetessantarita@gmail.com; - ;24/04/2019 09:09:24;24/04/2021 09:09:24;03.453.311/0001-02;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário Individual; - ;Brasileira
ROMA EMPREENDIMENTOS E TURISMO LTDA;THERMAS DIROMA HOTEL;03.465.317/0001-91;DEMAIS;08/12/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Rua São Cristovão ;N° 1.110;(64)3455-9393;adm@diroma.com.br;adm@diroma.com.br;www.diroma.com.br;23/07/2018 08:33:39;23/07/2020 08:33:39;03.465.317/0001-91;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Brasileira
ROMA EMPREENDIMENTOS E TURISMO LTDA;ROMA EMPREENDIMENTOS E TURISMO;03.465.317/0002-72;DEMAIS;01/07/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Rua São Cristovão ;N° 805;(64)3453-1586;adm@diroma.com.br;adm@diroma.com.br;WWW.DIROMA.COM.BR;10/07/2018 08:10:44;10/07/2020 08:10:44;03.465.317/0002-72;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
ECOLOGICOS BAR E RESTAURANTE LTDA;ECOLOGICOS RESTAURANTE;03.467.011/0001-74;MICROEMPRESA;30/09/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;95240-000;RS;Ipê; - ;RUA FREI CASIMIRO ZAFFONATO 396;CENTRO;(54)3233-1249;rodoviariaipe@gmail.com;RODOVIARIAIPE@GMAIL.COM; - ;27/03/2019 17:38:37;27/03/2021 17:38:37;03.467.011/0001-74;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Português;Italiana|Brasileira
MINI SHOPPING RURAL MIOTTO LTDA;Mini Shopping Rural;03.491.930/0001-83;MICROEMPRESA;26/10/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;88538-000;SC;Bocaína do Sul; - ; Localidade de Areião;Br 282;(49)9119-8854;grafit@matrix.com.br;grafit@matrix.com.br; - ;13/06/2019 01:41:51;13/06/2021 01:41:51;03.491.930/0001-83;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Brasileira
OJJ ECOTURISMO LTDA;OJJ ECOTURISMO;03.496.536/0002-19;DEMAIS;25/09/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;72980-000;GO;Pirenópolis; - ;Sem Logradouro; - ;(61)9949-1026;frajoso@terra.com.br;frajoso@terra.com.br; - ;14/11/2017 11:43:56;14/11/2019 00:00:00;03.496.536/0002-19;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
PLANET DUNAS RESTAURANTE E PIZZARIA LTDA;PLANET DUNAS RESTAURANTE E PIZZARIA;03.497.178/0001-88;MICROEMPRESA;09/11/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;61700-000;CE;Aquiraz; - ;Sem Logradouro; - ;(85)3361-7072;info@planetdunas.com;info@planetdunas.com;www.planetdunas.com;23/04/2018 10:34:50;23/04/2020 10:34:50;03.497.178/0001-88;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês|Italiano;Brasileira|Italiana
IRMAOS ABIB LTDA;HOTEL DORIZON;03.526.511/0001-30;EMPRESA DE PEQUENO PORTE;29/11/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;84570-000;PR;Mallet; - ;Br 153;Km 395;(42)3542-1383;dorizzon@dorizzon.com.br;dorizzon@dorizzon.com.br;www.dorizzon.com.br;19/02/2019 10:11:40;19/02/2021 10:11:40;03.526.511/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Italiana|Brasileira
CHURRASCARIA TORDILHO NEGRO EIRELI;TORDILHO NEGRO;03.527.642/0001-31;EMPRESA DE PEQUENO PORTE;27/10/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;13231-600;SP;Campo Limpo Paulista;Chácara Lagoa Branca;Benedito Geraldo Gonçalves; - ;(11)4702-2360;churrascariatordilhonegro@yahoo.com.br;churrascariatordilhonegro@yahoo.com.br; - ;09/11/2017 11:18:47;09/11/2019 00:00:00;03.527.642/0001-31;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira
CLUBE DE CAMPO CACHOEIRA NINHO DA AGUIA LTDA;NINHO DA AGUIA;03.532.941/0001-64;MICROEMPRESA;01/12/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;37514-000;MG;Delfim Moreira; - ;Sem Logradouro; - ;(35)9998-2216;tony_maciell@yahoo.com.br;tony_maciell@yahoo.com.br;ninhodaaguia.tur.br;04/06/2018 14:38:14;04/06/2020 14:38:14;03.532.941/0001-64;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Brasileira
FRANCINE BIGUETI PIZZARIA;PAES E PIZZAS MAMMA MIA;03.540.284/0001-05;MICROEMPRESA;07/12/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;79750-000;MS;Nova Andradina; - ;Av. Antônio Joaquim de Moura Andrade ;Nº 250 - Centro;(67)3441-1799;julianojgr@hotmail.com;julianojgr@hotmail.com; - ;06/05/2019 12:51:31;06/05/2021 12:51:31;03.540.284/0001-05;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira|Italiana
SUELI APARECIDA CAMACHO;RESTAURANTE CAMACHO;03.541.963/0001-90;MICROEMPRESA;03/12/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;15520-000;SP;Valentim Gentil; - ;Rua Fructuoso Honorato de Medeiros n° 177;;(17)3485-1382;SUELIAP.CAMACHO@HOTMAIL.COM;SUELIAP.CAMACHO@HOTMAIL.COM; - ;13/03/2019 13:55:58;13/03/2021 13:55:58;03.541.963/0001-90;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira|Cozinha regional
RESTAURANTE MAXIMO LTDA;RESTAURANTE MAXIMO'S;03.558.599/0001-71;MICROEMPRESA;18/11/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;79800-021;MS;Dourados;Centro;Weimar Gonçalves Torres; - ;(67)3421-9781;contato@restaurantemaximos.com.br;contato@restaurantemaximos.com.br;www.restaurantemaximos.com.br;18/07/2018 10:34:56;18/07/2020 10:34:56;03.558.599/0001-71;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
SPAR SAO PAULO ANTIGO RESTAURANTE EIRELI;SAO PAULO ANTIGO RETAURANTE;03.562.285/0001-42;EMPRESA DE PEQUENO PORTE;10/12/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;06501-035;SP;Santana de Parnaíba;Centro;Álvaro Luís do Vale; - ;(11)4154-2726;SPAR@SAOPAULOANTIGO.COM.BR;SPAR@SAOPAULOANTIGO.COM.BR;www.saopauloantigo.com.br;29/03/2018 08:20:25;29/03/2020 08:20:25;03.562.285/0001-42;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Português|Inglês;Brasileira
POUSADA VILLA VITORIA LTDA;POUSADA;03.568.413/0001-65;MICROEMPRESA;16/12/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;84560-000;PR;Rio Azul; - ;Campolim J Ribeiro 869;Pousada;(42)3463-1329;villavitoria@hotmail.com;villavitoria@hotmail.com; - ;15/03/2019 10:53:21;15/03/2021 10:53:21;03.568.413/0001-65;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Sociedade Empresária Limitada;Inglês|Espanhol;Italiana
J. SUMAR COMERCIO E SERVICOS LTDA;J. SUMAR;03.598.592/0001-83;MICROEMPRESA;19/01/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;85980-000;PR;Guaíra; - ;almirante tamandare 755;;(44)9895-4964;susanealves@hotmail.com;susanealves@hotmail.com; - ;06/08/2018 10:25:43;06/08/2020 10:25:43;03.598.592/0001-83;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês|Espanhol;Brasileira
HERMES LIMA HOTEL;RESTAURANTE E LANCHONETE ÁGUAS DO MANSO;03.600.811/0002-00;MICROEMPRESA;01/08/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;78690-000;MT;Nova Xavantina; - ;Sem Logradouro; - ;(66)3438-3410;aguasdomansonxa@gmail.com;aguasdomansonxa@gmail.com; - ;18/01/2018 16:06:09;18/01/2020 00:00:00;03.600.811/0002-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC;BISTRO JOHANNASTIFT - RESTAURANTE ESCOLA;03.603.739/0020-49;DEMAIS;31/08/2005;Em Operação;Restaurante, Cafeteria, Bar e Similares;89010-015;SC;Blumenau;Centro;Rio Branco;Casa do Comércio;(47)3222-0005;restaurante@sc.senac.br;restaurante@sc.senac.br;restaurante.sc.senac.br;01/04/2019 09:08:54;01/04/2021 09:08:54;03.603.739/0020-49;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Serviço Social Autônomo; - ;Alemã
FERRONATTO,FERRONATTO & CIA LTDA;FERRONATTO GASTRONOMIA E EVENTOS;03.604.954/0001-00;EMPRESA DE PEQUENO PORTE;17/01/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;95034-240;RS;Caxias do Sul;Santa Catarina;Matteo Gianella, 1143;Loja II;(54)9913-4592;contato@ferronattogastronomia.com.br;contato@ferronattogastronomia.com.br;http//www.ferronattogastronomia.com.br;24/04/2019 11:06:42;24/04/2021 11:06:42;03.604.954/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional|Italiana
