Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Tipo de Atividade;Natureza Jurídica;Línguas;Especialidades
MARIA MARIAS PARK HOTEL, RESTAURANTE E EVENTOS - EIRELI;RESTAURANTE E LANCHONETE FOGÃO DE PEDRA;02.399.303/0001-54;MICROEMPRESA;17/02/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;79180-000;MS;Ribas do Rio Pardo; - ;Sem Logradouro; - ;(67)9920-0106;fogaodepedras@hotmail.com;fogaodepedras@hotmail.com; - ;29/11/2017 11:19:03;29/11/2019 00:00:00;02.399.303/0001-54;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Cozinha regional
HOTELARIA ACCORINVEST BRASIL S.A;**********;02.419.765/0024-82;DEMAIS;07/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;74120-120;GO;Goiânia;Setor Oeste;21; - ;(62)2765-6050;h3670-gm@accor.com.br;h3670-gm@accor.com.br; - ;11/07/2017 09:41:32;11/07/2019 00:00:00;02.419.765/0024-82;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Sociedade Anônima Fechada;Espanhol|Inglês;Brasileira
FRANCISCO RODRIGUES FERREIRA;Bar A Praça É Nossa;02.431.931/0001-70;MICROEMPRESA;17/03/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;39802-012;MG;Teófilo Otoni;Centro;Lions Clube; - ;(33)3522-1085;MARINA.ESCRITA@VELOXMAIL.COM.BR;MARINA.ESCRITA@VELOXMAIL.COM.BR; - ;21/06/2018 11:06:24;21/06/2020 11:06:24;02.431.931/0001-70;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
VALE DO MOXUARA TURISMO RURAL LTDA;VALE DO MOXUARA;02.444.078/0001-20;EMPRESA DE PEQUENO PORTE;31/03/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;29156-970;ES;Cariacica;Cariacica Sede;Rua São João 173;Faz Estância do Vale;(27)3254-1488;contato@valedomoxuara.com.br;contato@valedomoxuara.com.br;www.valedomoxuara.com.br;04/06/2018 11:33:20;04/06/2020 11:33:20;02.444.078/0001-20;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
ANDREIA GALVANI DE ANDRADE;PADARIA E LANCHONETE MISTER PAO;02.462.728/0001-60;MICROEMPRESA;02/04/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;39818-000;MG;Padre Paraíso; - ;Rua Belo Horizonte, 116, Centro, ;;(33)3534-1699;ctpedraspreciosas@gmail.com;ctpedraspreciosas@gmail.com; - ;12/06/2018 12:25:23;12/06/2020 12:25:23;02.462.728/0001-60;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Cafeteria;Empresário (Individual); - ;Brasileira
JOSE URCIANO FERREIRA DA SILVA EIRELI - ME;URKIFFE CONSTRUÇÕES E EMPREENDIMENTOS;02.481.276/0001-64;MICROEMPRESA;08/04/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;62800-000;CE;Aracati; - ;Sem Logradouro; - ;(88)3421-4196;picanhanopontoce@hotmail.com;picanhanopontoce@hotmail.com; - ;18/10/2017 09:51:33;18/10/2019 00:00:00;02.481.276/0001-64;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Inglês;Cozinha regional
LOPES OLIVEIRA COMERCIO DE ALIMENTOS LTDA - EPP;ASPARGUS RESTAURANTE;02.484.060/0001-52;EMPRESA DE PEQUENO PORTE;23/04/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;70755-520;DF;Brasília;Asa Norte;CLN 309 Bloco B; - ;(61)3274-6201;andreaferrandini@gmail.com;andreaferrandini@gmail.cim; - ;02/02/2017 15:19:33;02/02/2019 00:00:00;02.484.060/0001-52;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Brasileira
V. SCHEMBERG;CHURRASCARIA E PIZZARIA CENTRAL;02.509.779/0001-09;EMPRESA DE PEQUENO PORTE;01/04/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;78640-000;MT;Canarana; - ;Sem Logradouro; - ;(66)3478-1926;churrascariacentralnfe@hotmail.com;churrascariacentralnfe@hotmail.com; - ;21/11/2016 17:37:57;21/11/2018 00:00:00;02.509.779/0001-09;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
ARQUIDAMEA COMERCIO LTDA;Pinga com Torresmo;02.524.414/0001-45;MICROEMPRESA;18/05/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;37026-080;MG;Varginha;Jardim Andere;Princesa do Sul;- até 510 - lado par;3222-9658;PLANOCONTABILDP@HOTMAIL.COM;PLANOCONTABILDP@HOTMAIL.COM; - ;22/05/2018 11:49:50;22/05/2020 11:49:50;02.524.414/0001-45;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Sociedade Empresária Limitada; - ;Brasileira
RESTAURANTE DAT BADAN LTDA;RESTAURANTE DAT BADAN LTDA - ME;02.603.814/0001-46;MICROEMPRESA;30/06/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;15400-000;SP;Olímpia; - ;Sem Logradouro; - ;(17)3281-1045;DATBADANRESTAURANTE@YAHOO.COM.BR;DATBADANRESTAURANTE@YAHOO.COM.BR;www.restaurantedatbadan.com.br;03/02/2017 10:40:10;03/02/2019 00:00:00;02.603.814/0001-46;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Árabe
PIZZERIA ARMAZEM GUIMARAES EIRELI - EPP;ARMAZÉM GUIMARÃES;02.615.790/0001-45;EMPRESA DE PEQUENO PORTE;17/06/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;57036-000;AL;Maceió;Jatiúca;Doutor Antônio Gomes de Barros; - ;(82)3325-4545;dedegama@uol.com.br;dedegama@uol.com.br;www.armazmguimaraes.com.br;15/03/2017 09:58:34;15/03/2019 00:00:00;02.615.790/0001-45;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Italiana
JI PEREIRA EIRELI;RESTAURANTE GRAVATÁ ;02.629.132/0001-02;MICROEMPRESA;16/07/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;58045-010;PB;João Pessoa;Cabo Branco;Cabo Branco; - ;(83)3044-6700;inacio@ambassadorflat.com;inacio@ambassadorflat.com; - ;20/12/2017 13:57:19;20/12/2019 00:00:00;02.629.132/0001-02;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Espanhol|Inglês;Brasileira
ROSANGELA EUGENIO DE MENDONCA;Restaurante Colméia;02.662.826/0001-41;MICROEMPRESA;12/05/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;12400-970;SP;São Sebastião;Centro;Praça Barão do Rio Branco 90;Est. Municipal Jesus Antônio de Miranda, 6000;(12)3642-2120;restaurantecolmeia@yahoo.com.br;restaurantecolmeia@yahoo.com.br;www.facebook.com/restaurantecolmeiapinda;30/08/2018 11:46:47;30/08/2020 11:46:47;02.662.826/0001-41;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Português;Cozinha regional|Brasileira
MARCELO MALHEIRO MOREIRA;MAIS SABOR RESTAURANTE;02.673.897/0001-40;DEMAIS;11/08/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;79302-070;MS;Corumbá;Centro;América; - ;(67)3231-2605;maisabor_restaurante@hotmail.com;maisabor_restaurante@hotmail.com; - ;16/02/2017 10:04:22;16/02/2019 00:00:00;02.673.897/0001-40;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Espanhol;Cozinha regional
UMBERTO CORDEIRO DE OLIVEIRA;BAR DO 1 BERTO;02.685.257/0001-50;MICROEMPRESA;18/08/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;39680-000;MG;Capelinha; - ; AVENIDA ANTÔNIO RIBEIRO, 23 - CENTRO;;(33)3516-1806;dilsonmoraes@uaivip.com.br;dilsonmoraes@uaivip.com.br; - ;27/06/2018 09:17:37;27/06/2020 09:17:37;02.685.257/0001-50;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
LOURENCO PEREIRA DOS SANTOS;ESPETÃO DE OURO;02.717.214/0001-09;MICROEMPRESA;26/08/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;77700-000;TO;Guaraí; - ;Sem Logradouro; - ;(63)9997-1626;espetaodeouro2015@gmail.com;espetaodeouro2015@gmail.com; - ;20/07/2017 13:41:15;20/07/2019 00:00:00;02.717.214/0001-09;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
L.C.B DE PAULA EIRELI;GALETO CUIABANO;02.730.658/0001-84;EMPRESA DE PEQUENO PORTE;27/07/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;78043-425;MT;Cuiabá;Quilombo;João Bento;RESTAURANTE;(65)2136-6439;galetocuiabano@gmail.com;galetocuiabano@gmail.com;www.galetocuiabano.com.br;28/03/2018 14:20:02;28/03/2020 14:20:02;02.730.658/0001-84;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Inglês;Brasileira
IMPERIO BAR E LANCHONETE LTDA;IMPERIO BAR E LANCHONETE;02.746.227/0001-06;MICROEMPRESA;06/07/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;77020-012;TO;Palmas;Plano Diretor Sul;104 Sul Avenida Juscelino Kubitschek; - ;(63)9845-5228;abadia1979@hotmail.com;abadia1979@hotmail.com; - ;31/10/2016 10:09:28;31/10/2018 00:00:00;02.746.227/0001-06;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Brasileira
ESPINDOLA & LOPES LTDA;LAYLA DOCES PANIFICADORA;02.748.702/0001-83;MICROEMPRESA;18/08/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;79700-000;MS;Fátima do Sul; - ;Sem Logradouro; - ;(67)3467-1162;panificadoralayladoces@gmail.com;panificadoralayladoces@gmail.com; - ;27/11/2017 10:27:39;27/11/2019 00:00:00;02.748.702/0001-83;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Cafeteria;Sociedade Empresária Limitada;Inglês;Brasileira
ADEMAR DE LARA;BAR E RESTAURANTE LARA;02.751.115/0001-43;MICROEMPRESA;21/09/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;89580-000;SC;Fraiburgo; - ;Sem Logradouro; - ;(49)3246-0141;adrianafatimadelara@gmail.com;adrianafatimadelara@gmail.com; - ;01/11/2016 15:01:55;01/11/2018 00:00:00;02.751.115/0001-43;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira|Cozinha regional
ALBA DOLORES DE ATAIDE SILVA - ME;BOCA CHEIA;02.752.622/0001-00;MICROEMPRESA;14/09/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;57200-000;AL;Penedo; - ;Sem Logradouro; - ;(82)3551-5967;albadolores@gmail.com;albadolores@gmail.com; - ;06/11/2017 10:06:41;06/11/2019 00:00:00;02.752.622/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
RESTAURANTE TIPICO COLONIAL WUNDERWALD LTDA;RESTAURANTE TIPICO COLONIAL WUNDERWALD LTDA - EPP;02.754.147/0001-00;EMPRESA DE PEQUENO PORTE;01/09/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;89107-000;SC;Pomerode; - ;Sem Logradouro; - ;(47)3395-1700;wunderwald@terra.com.br;wunderwald@terra.com.br; - ;29/08/2017 14:46:53;29/08/2019 00:00:00;02.754.147/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Alemão;Alemã
ELDORADO EMPREENDIMENTOS TURISTICOS LTDA;HOTEL THERMAS PRIVE;02.757.474/0001-08;DEMAIS;20/11/1979;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Sem Logradouro; - ;(64)3455-9500;PRIVE@IBCO.COM.BR;PRIVE@IBCO.COM.BR;WWW.PRIVE.TUR.BR;10/10/2017 09:39:52;10/10/2019 00:00:00;02.757.474/0001-08;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol|Inglês;Brasileira
ELDORADO EMPREENDIMENTOS TURISTICOS LTDA;********;02.757.474/0005-31;DEMAIS;12/11/2003;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Sem Logradouro; - ;(64)3454-8400;daniel.ribas@grupoprive.com.br;daniel.ribas@grupoprive.com.br; - ;23/10/2017 13:48:22;23/10/2019 00:00:00;02.757.474/0005-31;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
THIAGO FERNANDES MAMEDE E CIA LTDA;LANCHONETE EMPADÃO GOIANO;02.759.189/0001-26;MICROEMPRESA;22/09/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;76600-000;GO;Goiás; - ;Sem Logradouro; - ;(64)9813-3146;aerph032017@gmail.com;aerph032017@gmail.com; - ;11/12/2017 16:34:10;11/12/2019 00:00:00;02.759.189/0001-26;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
L C DE MORAES & CIA LTDA;LC RESTAURANTE E SERVICOS DE BUFE;02.767.313/0001-03;MICROEMPRESA;29/09/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;76510-000;GO;Crixás; - ;Sem Logradouro; - ;(62)3365-1536;metalcontabil@brturbo.com.br;metalcontabil@brturbo.com.br; - ;13/06/2017 13:35:06;13/06/2019 00:00:00;02.767.313/0001-03;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
PANIFICADORA E CONFEITARIA SANTA EDWIRGES LTDA;PADARIA SANTA EDWIRGES;02.783.664/0001-08;MICROEMPRESA;07/08/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;37542-000;MG;Estiva; - ;Sem Logradouro; - ;(35)3462-1329;panificadora_staedwirges@hotmail.com;panificadora_staedwirges@hotmail.com; - ;03/07/2017 15:33:16;03/07/2019 00:00:00;02.783.664/0001-08;5611-2/01 - RESTAURANTES E SIMILARES;Cafeteria;Sociedade Empresária Limitada; - ;Brasileira
CLAUDIO ANTONIO GONCALVES - ME;ROLA PAPO PIZZARIA;02.791.208/0001-00;MICROEMPRESA;01/10/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;78300-000;MT;Tangará da Serra; - ;Sem Logradouro; - ;(65)3326-3300;contabilize.fiscal2@gmail.com;contabilize.fiscal2@gmail.com; - ;29/09/2017 15:19:05;29/09/2019 00:00:00;02.791.208/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
FRICASTEL RESTAURANTE, LANCHONETE E BAR LTDA;Massas Castel;02.849.349/0001-28;MICROEMPRESA;07/10/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;28610-010;RJ;Nova Friburgo;Centro;Prefeito José Eugênio Muller;84;(22)2522-2455;massascastel@hotmail.com;massascastel@hotmail.com;www.massascastel.com.br;12/04/2018 11:50:12;12/04/2020 11:50:12;02.849.349/0001-28;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Italiana
R DE C RODRIGUES RESTAURANTE;R DE C RODRIGUES RESTAURANTE - ME ;02.876.940/0001-74;MICROEMPRESA;19/11/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;12830-000;SP;São José do Barreiro; - ;Sem Logradouro; - ;(12)3117-1317;ranchosjb@ig.com.br;ranchosjb@ig.com.br; - ;12/07/2017 13:17:08;12/07/2019 00:00:00;02.876.940/0001-74;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Inglês;Brasileira
LUCIANE POSSA DOS SANTOS BRAVO;CHURRASCARIA DO BATISTA;02.877.013/0001-79;MICROEMPRESA;26/11/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;97700-000;RS;Santiago; - ;Sem Logradouro; - ;(55)3251-0195;luciane@grupobatista.com.br;luciane@grupobatista.com.br; - ;10/11/2016 16:44:56;10/11/2018 00:00:00;02.877.013/0001-79;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira|Cozinha regional
ANA MARIA DE SOUZA DE CAMAMU;KIASTRAL POUSADA E RESTAURANTE;02.914.587/0001-70;MICROEMPRESA;23/11/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;45445-000;BA;Camamu; - ;terrio;;(73)3255-1113;souzakastral@hotmail.com;souzakastral@hotmail.com; - ;20/07/2018 10:29:51;20/07/2020 10:29:51;02.914.587/0001-70;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
RESTAURANTE FRONTEIRA LTDA;RESTAURANTE POSTO FRONTEIRA;02.919.202/0001-67;MICROEMPRESA;14/09/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;79965-000;MS;Itaquiraí; - ;industrial;;(67)3476-1181;CASSOL.40@HOTMAIL.COM;CASSOL.40@HOTMAIL.COM; - ;07/03/2018 12:52:16;07/03/2020 12:52:16;02.919.202/0001-67;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
HELIO PAULO DAMASCENO SANTOS;BAR E LANCHONETE DAMASCENO;02.962.687/0001-71;MICROEMPRESA;27/01/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;39180-000;MG;Felício dos Santos; - ;Sem Logradouro; - ;(38)9980-9628;jaynedamas@gmail.com;jaynedamas@gmail.com; - ;14/09/2017 14:28:09;14/09/2019 00:00:00;02.962.687/0001-71;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
CASCATA BERLIN LTDA;CASCATA BERLIN LTDA - ME;02.965.098/0001-47;MICROEMPRESA;20/01/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;89110-000;SC;Gaspar; - ;Sem Logradouro; - ;(47)9991-4898;cascataberlin93@gmail.com;cascataberlin93@gmail.com; - ;20/12/2017 16:58:58;20/12/2019 00:00:00;02.965.098/0001-47;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Bar;Sociedade Empresária Limitada;Alemão|Espanhol|Inglês;Brasileira
FABRICA DE MASSAS E PIZZARIA SABORUCCI LTDA - ME;SABORUCCI;02.997.547/0001-39;MICROEMPRESA;25/02/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;78890-000;MT;Sorriso; - ;Sem Logradouro; - ;(66)3544-7492;editewelke2@hotmail.com;editewelke2@hotmail.com; - ;04/12/2017 19:01:18;04/12/2019 00:00:00;02.997.547/0001-39;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Portuguesa
LEONEL HOFFMANN;BAR DO LÉO;03.005.330/0001-68;MICROEMPRESA;25/02/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;29650-000;ES;Santa Teresa; - ;Sem Logradouro; - ;(27)9971-3415;bardoleohoff@yahoo.com.br;bardoleohoff@yahoo.com.br; - ;13/03/2017 12:02:18;13/03/2019 00:00:00;03.005.330/0001-68;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Empresário (Individual); - ;Brasileira
MARIA LUIZA FERRINI PIERUCCI;RESTAURANTE E HOTEL JOELHO DE PORCO;03.008.808/0001-03;MICROEMPRESA;02/03/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;Sem Logradouro; - ;(35)3435-2886;contato@restaurnatejoelhodeporco.com.br;contato@restaurnatejoelhodeporco.com.br; - ;12/09/2017 09:15:37;12/09/2019 00:00:00;03.008.808/0001-03;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
ROBERTO KEMEL ALCHAAR DE FARIA;ROBERTO KEMEL ALCHAAR DE FARIA - ME;03.029.465/0001-63;MICROEMPRESA;10/03/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;39850-000;MG;Ataléia; - ;Sem Logradouro; - ;(33)9885-8240;igorseltecminas@gmail.com;igorseltecminas@gmail.com; - ;20/01/2017 14:37:21;20/01/2019 00:00:00;03.029.465/0001-63;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário (Individual); - ;Brasileira
C.G.M. - INDUSTRIA COMERCIO E EXPORTACAO LTDA;ALAMBIQUE MATRAGA;03.029.640/0001-12;MICROEMPRESA;08/03/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;85750-000;PR;Planalto; - ;Sem Logradouro; - ;(46)3555-2318;cesar.colussi@gmail.com;cesar.colussi@gmail.com; - ;06/02/2018 12:21:43;06/02/2020 00:00:00;03.029.640/0001-12;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
MARLON ROSSA;BAR E RESTAURANTE DO MARLON;03.055.037/0001-05;MICROEMPRESA;16/03/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;88860-000;SC;Siderópolis; - ;Sem Logradouro; - ;(48)3435-3869;cris-dido@hotmail.com;cris-dido@hotmail.com; - ;04/12/2017 14:27:13;04/12/2019 00:00:00;03.055.037/0001-05;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Italiana
CLARICE DE FATIMA BRUNO PALHOTA BIRIGUI;CLARICE DE FATIMA BRUNO PALHOTA BIRIGUI - EPP;03.077.628/0001-83;EMPRESA DE PEQUENO PORTE;05/04/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;16200-005;SP;Birigüi;Centro;Saudades; - ;(18)3642-3791;juridico2@zavanella.com.br;juridico2@zavanella.com.br; - ;14/09/2017 15:08:56;14/09/2019 00:00:00;03.077.628/0001-83;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Espanhol;Brasileira
TERESINHA DUTRA DE OLIVEIRA;TERESINHA RESTAURANTE E HOTEL;03.078.746/0001-06;MICROEMPRESA;08/04/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;45023-300;BA;Vitória da Conquista;Jurema;Filipinas; - ;(77)9992-8620;corelcontabil@gmail.com;corelcontabil@gmail.com; - ;22/08/2017 16:44:17;22/08/2019 00:00:00;03.078.746/0001-06;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
N ALTMANN;CHURRASCARIA RECANTO DOS GAUCHOS;03.136.532/0001-49;MICROEMPRESA;20/04/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;68488-000;PA;Breu Branco; - ;Sem Logradouro; - ;(94)9132-3633;vilson.alt@hotmail.com;vilson.alt@hotmail.com; - ;06/11/2017 15:47:19;06/11/2019 00:00:00;03.136.532/0001-49;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
MANUELA B F VASCONCELOS;POUSADA, RESTAURANTE E LANCHONETE CENTRAL;03.138.043/0001-26;MICROEMPRESA;03/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;57200-000;AL;Penedo; - ;AV. FLORIANO PEIXOTO, 64;;(82)3551-2460;manugemeos@hotmail.com;manugemeos@hotmail.com; - ;25/09/2018 09:06:58;25/09/2020 09:06:58;03.138.043/0001-26;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
CHURRASCARIA E POUSADA PITOMBEIRA LTDA;CHURRASCARIA PITOMBEIRA;03.145.782/0001-45;MICROEMPRESA;12/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;63475-000;CE;Jaguaribe; - ;Sem Logradouro; - ;(88)3522-1272;cppitombeira@hotmail.com;cppitombeira@hotmail.com; - ;28/08/2017 10:26:04;28/08/2019 00:00:00;03.145.782/0001-45;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira|Cozinha regional
ANA PAULA RODRIGUES F. PAIXAO;LANCHONETE ROSA DE SAROM;03.176.670/0001-51;MICROEMPRESA;19/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;25940-000;RJ;Guapimirim; - ;Sem Logradouro; - ;(21)2632-4242;anarosasaron@gmail.com;anarosasaron@gmail.com; - ;23/05/2017 11:21:17;23/05/2019 00:00:00;03.176.670/0001-51;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário (Individual); - ;Italiana
IOLENE BARRETO DA LUZ;FLUTUANTE DA TIA;03.180.107/0001-57;MICROEMPRESA;12/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;69037-000;AM;Manaus;Ponta Negra;Coronel Teixeira; - ;(92)9994-6708;flutuantedatia@gmail.com;flutuantedatia@gmail.com; - ;10/11/2017 15:46:38;10/11/2019 00:00:00;03.180.107/0001-57;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
CATARINA FONSECA COELHO;COELHO'S ALIMENTAÇÃO;03.185.546/0001-52;EMPRESA DE PEQUENO PORTE;31/05/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;58051-124;PB;João Pessoa;Bancários;Djalma Coêlho; - ;(83)3235-2859;COELHOSBAR@GMAIL.COM;COELHOSBAR@GMAIL.COM; - ;07/11/2017 13:28:28;07/11/2019 00:00:00;03.185.546/0001-52;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
M DIAS FERREIRA - ME;HOTEL TROPICAL;03.192.788/0001-73;MICROEMPRESA;16/07/1987;Em Operação;Restaurante, Cafeteria, Bar e Similares;78652-000;MT;Confresa; - ;Sem Logradouro; - ;(66)9841-2681;raimundodf22@yahoo.com.br;raimundodf22@yahoo.com.br; - ;18/05/2017 13:50:15;18/05/2019 00:00:00;03.192.788/0001-73;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
RESTAURANTE SHIMADA LTDA;RESTAURANTE SHIMADA;03.240.033/0001-05;DEMAIS;13/04/1972;Em Operação;Restaurante, Cafeteria, Bar e Similares;79004-460;MS;Campo Grande;Jardim Monte Líbano;Antônio Corrêa; - ;(67)3324-9752;dykokubu@gmail.com;dykokubu@gmail.com; - ;17/01/2017 11:47:00;17/01/2019 00:00:00;03.240.033/0001-05;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Japonês;Chinesa|Japonesa
