FILENAME;PERIODO;CNPJ;NOME DA PESSOA JURÍDICA;NOME FANTASIA;SITUAÇÃO CADASTRAL;SITUAÇÃO DA ATIVIDADE;TIPO DE ESTABELECIMENTO;NATUREZA JURÍDICA;PORTE;ENDEREÇO COMPLETO RECEITA FEDERAL;UF;MUNICIPIO;DATA DE ABERTURA;CNAE(S) RELACIONADOS À ATIVIDADE;ENDEREÇO COMPLETO COMERCIAL;TELEFONE COMERCIAL;E-MAIL COMERCIAL;WEBSITE;NÚMERO DO CERTIFICADO;VALIDADE DO CERTIFICADO;NEGOCIO;ESPECIALIDADE;IDIOMAS;RAZÃO SOCIAL;NATUREZA JURIDICA;DATA INICIO OPERAÇÃO;SITUAÇÃO;TIPO ATIVIDADE;CEP;BAIRRO;LOGRADOURO;TELEFONE;FAX;E-MAIL2;E-MAIL3;SITE;CÓDIGO CERTIFICADO;CÓDIGO E DESCRIÇÃO CNAE;CAPACIDADE DE LUGARES;LINGUAS;DATA DE INICIO DA OPERAÇÃO;ATIVIDADE;COMPLEMENTO;EMAIL INSTITUCIONAL;EMAIL COMERCIAL;DATA DE GERAÇÃO DO CERTIFICADO;DATA DE VALIDADE DO CERTIFICADO;CÓDIGO DO CERTIFICADO;CNAE;TIPO DE ATIVIDADE;LÍNGUAS;UNNAMED: 22;UNNAMED: 23;UNNAMED: 24
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;10.638.400/0001-80;;fogao a lenha;;;;Restaurante;MICROEMPRESA;;MG;São José do Mantimento;;;;;;;;;5611-2/01-RESTAURANTESESIMILARES; - ;;ELISANGELA LOPES DE CASTRO;;;Em Operação;;36990-000; - ;argemiro teixera pinto;;;;;IPANEMA@ORTECONTE.COM.BR;;;;;12/02/2009;Restaurante, Cafeteria, Bar e Similares;n;;;glenda_filha@hotmail.com;08/05/2019 16:20;08/05/2021 16:20;10.638.400/0001-80;;Empresário Individual;Brasileira|Cozinha regional;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;10.705.070/0001-07;;Restaurante Uai TchÊ;;;;Restaurante;MICROEMPRESA;;MG;Carrancas;;;;;;;;;5611-2/01-RESTAURANTESESIMILARES;Português;;MARIA DO CARMO DA SILVA CPF 038.865.456-28;;;Em Operação;;37245-000; - ;Rua Oito de dezembro 686;;;;;lucimarka@hotmail.com;;;;;16/03/2009;Restaurante, Cafeteria, Bar e Similares; Bairro: Além das Formas;;; - ;17/06/2020 12:52;17/06/2022 12:52;10.705.070/0001-07;;Empresário Individual;Cozinha regional;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;11.936.947/0001-25;;INDUSTRIALLY - ALIMENTAÇÃO EMPRESARIAL ESPECIALIZADA;;;;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;MICROEMPRESA;;GO;Catalão;;;;;;;;;11.936.947/0001-25;Sociedade Empresária Limitada;;INDUSTRIALLY ALIMENTACAO EMPRESARIAL ESPECIALIZADA LTDA;;;Em Operação;;75701-970;Setor Central;R 10;;;;;industrially@hotmail.com;;;;;30/04/2010;Restaurante, Cafeteria, Bar e Similares;QUADRA: 19;;;industrially@hotmail.com; - ;13/02/2020 10:08;13/02/2022 10:08;;Restaurante; - ;Brasileira;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;12.241.010/0001-06;;LUIZ CLAUDIO RIBEIRO DE SOUZA;;;;Restaurante;MICROEMPRESA;;GO;Caiapônia;;;;;;;;;5611-2/03-LANCHONETES,CASASDECHÁ,DESUCOSESIMILARES; - ;;LUIZ CLAUDIO RIBEIRO DE SOUZA 41486560172;;;Em Operação;;75850-000; - ;AV CEL LINDOLFO ALVES DIAS;;;;;megalanches@hotmail.com;;;;;16/07/2010;Restaurante, Cafeteria, Bar e Similares;QUADRA 007;;; - ;19/02/2020 11:10;19/02/2022 11:10;12.241.010/0001-06;;Empresário Individual;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;LOTE 18;;av anhaguera QUADRA 2A;;;;5611-2/01 - RESTAURANTES E SIMILARES;SALA 01;;Restaurante,Cafeteria,BareSimilares;74075-010;;;;;;;;;13.358.691/0001-41;Empresário (Individual);;FERNANDO MENDES VIEIRA;;;MICROEMPRESA;;Em Operação;GO;Goiânia;;;;;f.mendes.vi@hotmail.com;;;;;13.358.691/0001-41;14/03/2011;Setor Aeroporto;;;f.mendes.vi@hotmail.com; - ;13/10/2020 09:20;13/10/2022 09:20;;Restaurante; - ;Brasileira;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;17.505.360/0001-48;;BAR E DISTRIBUIDORA ALTAS HORAS;;;;17.505.360/0001-48;MICROEMPRESA;;GO;Aparecida de Goiânia;;;;;;;;;03/12/202215:34;Bar;;VILMA APARECIDA VIEIRA CAMPOS 54824532191;;;Em Operação;;74955-120;Vila Oliveira;Boro;;;;;(62)3518-2627;;;;;31/01/2013;Restaurante, Cafeteria, Bar e Similares;R BORO QUADRA 125;;;vilmaaparecidavieiracampos@gmail.com;vilmaaparecidavieiracampos@gmail.com; - ;03/12/2020 15:34;;5611-2/05 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO.;Empresário Individual; - ;Brasileira
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;18.788.168/0001-79;;CEDRO HOTEL;;;;5611-2/01 - RESTAURANTES E SIMILARES;MICROEMPRESA;;GO;Nova Crixás;;;;;;;;;18.788.168/0001-79;Sociedade Empresária Limitada;;MONTEIRO E FARIA HOTELARIA LTDA;;;Em Operação;;76520-000; - ;AV TANCREDO NEVES;;;;;cedrohotel@gmail.com;;;;;30/07/2013;Restaurante, Cafeteria, Bar e Similares;QUADRA: 17;;;cedrohotel@gmail.com; - ;17/02/2020 11:26;17/02/2022 11:26;;Restaurante; - ;Brasileira;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;19.144.052/0001-60;;DEBORA CHIOGNA-ME;;;;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;EMPRESA DE PEQUENO PORTE;;GO;Rio Verde;;;;;;;;;19.144.052/0001-60;Empresário (Individual);;DEBORA CHIOGNA;;;Em Operação;;75901-230;Setor Central;Edmundo de Carvalho;;;;;montanalanches@hotmail.com;;;;;26/10/2013;Restaurante, Cafeteria, Bar e Similares; LUC 187 ;;;montanalanches@hotmail.com; - ;18/02/2020 08:03;18/02/2022 08:03;;Restaurante; - ;Brasileira;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;19.490.597/0001-28;;REI DO MATE;;;;Similar;MICROEMPRESA;;MG;Juiz de Fora;;;;;;;;;5611-2/03-LANCHONETES,CASASDECHÁ,DESUCOSESIMILARES; - ;;VENTURA LANCHES LTDA;;;Em Operação;;36080-060;Mariano Procópio;Avenida Brasil, 9501;;;;;tipampa@hotmail.com;;;;;09/01/2014;Restaurante, Cafeteria, Bar e Similares;LOJA: 48A;;; - ;29/04/2020 15:40;29/04/2022 15:40;19.490.597/0001-28;;Sociedade Empresária Limitada;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;20.313.199/0001-15;;MAIZON PIO;;;;Restaurante;MICROEMPRESA;;MG;Gonçalves;;;;;;;;;5611-2/01-RESTAURANTESESIMILARES;Inglês;;PAPA ALIMENTOS E LAZER LTDA;;;Em Operação;;37680-000; - ;JOSE DE SOUZA VIEIRA AMG 1930;;;;;patirg@hotmail.com;;;;;24/05/2014;Restaurante, Cafeteria, Bar e Similares;KM: 06;;; - ;10/02/2021 20:13;10/02/2023 20:13;20.313.199/0001-15;;Sociedade Empresária Limitada;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;20.687.822/0001-08;;CAFEEIRO;;;;20.687.822/0001-08;EMPRESA DE PEQUENO PORTE;;MG;Uberlândia;;;;;;;;;31/10/202112:09;Cafeteria;;CAFEEIRO LANCHES LTDA;;;Em Operação;;38408-100;Saraiva;João Naves de Ávila, 1331;;;;;(34)3292-3610;;;;;22/07/2014;Restaurante, Cafeteria, Bar e Similares;CENTER SHOPPING;;;CADASTRO@CONTATIVA.COM.BR;CADASTRO@CONTATIVA.COM.BR; - ;31/10/2019 12:09;;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada; - ;Brasileira
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;21.035.697/0001-06;;RESTAURANTE E LANCHONETE ROTA 040 LTDA;;;;Restaurante;MICROEMPRESA;;MG;Três Marias;;;;;;;;;5611-2/01-RESTAURANTESESIMILARES; - ;;RESTAURANTE E LANCHONETE ROTA 040 LTDA;;;Em Operação;;39205-000; - ;ROD BR 040 , S/N;;;;;FISCAL@MENDONCACONTABILIDADE.COM.BR;;;;;15/09/2014;Restaurante, Cafeteria, Bar e Similares;KM: 279;;; - ;15/04/2020 10:48;15/04/2022 10:48;21.035.697/0001-06;;Sociedade Empresária Limitada;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;21.869.311/0001-61;;ORISHAS;;;;Restaurante;MICROEMPRESA;;RN;Tibau do Sul;;;;;;;;;5611-2/04-BARESEOUTROSESTABELECIMENTOSESPECIALIZADOSEMSERVIRBEBIDAS,SEMENTRETENIMENTO.;Espanhol|Português;;ORISHAS RESTAURANTE EIRELI;;;Em Operação;;59179-000; - ;R LARGO DE SAO SEBASTIAO;;;;;yami_yb@hotmail.com;;;;;11/02/2015;Restaurante, Cafeteria, Bar e Similares;nº 1, BOX: 9;;;www.orishasrestobar.com.br;08/12/2020 12:25;08/12/2022 12:25;21.869.311/0001-61;;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Argentina|Brasileira|Cozinha regional;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;22.353.905/0001-88;;BRASILEIRINHO DELIVERY;;;;Restaurante;MICROEMPRESA;;CE;Fortaleza;;;;;;;;;5611-2/01-RESTAURANTESESIMILARES;Inglês|Espanhol;;BMS RESTAURANTE LTDA;;;Em Operação;;60160-280;Centro;Rua Costa Barros, Nº 941;;;;;brunomsampaio@hotmail.com;;;;;29/04/2015;Restaurante, Cafeteria, Bar e Similares;LOJA: 04 E 05;;; - ;15/05/2020 11:52;15/05/2022 11:52;22.353.905/0001-88;;Sociedade Empresária Limitada;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;22.478.661/0001-60;;LANCHONETE SHEVRON;;;;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;EMPRESA DE PEQUENO PORTE;;GO;Abadiânia;;;;;;;;;22.478.661/0001-60;Sociedade Empresária Limitada;;LANCHONETE LIMA LTDA;;;Em Operação;;72940-000; - ;AV GERALDO RODRIGUES DOS SANTOS;;;;;telescontabilidade@hotmail.com;;;;;19/05/2015;Restaurante, Cafeteria, Bar e Similares;QUADRA: 03;;;telescontabilidade@hotmail.com; - ;19/02/2020 16:33;19/02/2022 16:33;;Similar; - ;Cozinha regional;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;29.065.942/0001-30;;BROCADOS BURGUER;;;;Similar;MICROEMPRESA;;GO;São Luís de Montes Belos;;;;;;;;;5611-2/03-LANCHONETES,CASASDECHÁ,DESUCOSESIMILARES; - ;;PAULO HENRIQUE PEREIRA DE MENEZES 70112387195;;;Em Operação;;76100-000; - ;RIO DA PRATA;;;;;brocadosburgerslmb@gmail.com;;;;;14/11/2017;Restaurante, Cafeteria, Bar e Similares;QUADRA 78;;; - ;18/05/2020 07:58;18/05/2022 07:58;29.065.942/0001-30;;Empresário Individual;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;30.407.924/0002-59;;POMMERNHAUS;;;;Cafeteria;MICROEMPRESA;;SC;Pomerode;;;;;;;;;5611-2/04-BARESEOUTROSESTABELECIMENTOSESPECIALIZADOSEMSERVIRBEBIDAS,SEMENTRETENIMENTO.; - ;;ALESSANDRA VALIN ROSA;;;Em Operação;;89107-000; - ;RUA HERMANN WEEGE;;;;;MANSKE.BNU@TERRA.COM.BR;;;;;19/08/2019;Restaurante, Cafeteria, Bar e Similares;SALA:D;;; - ;10/08/2020 14:03;10/08/2022 14:03;30.407.924/0002-59;;Empresário Individual;Alemã|Cozinha regional;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;30.943.232/0001-44;;PANQUECAS DA LILI;;;;Restaurante;MICROEMPRESA;;TO;Palmas;;;;;;;;;5611-2/01-RESTAURANTESESIMILARES; - ;;PANQUECAS DA LILI LTDA;;;Em Operação;;77022-322;Plano Diretor Sul;704 Sul Avenida LO 15;;;;;jefersonpalmasto@gmail.com;;;;;16/07/2018;Restaurante, Cafeteria, Bar e Similares;LOTE 20;;; - ;02/06/2020 08:24;02/06/2022 08:24;30.943.232/0001-44;;Sociedade Empresária Limitada;Brasileira|Cozinha regional|Italiana;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;30.992.464/0001-92;;CEU DE CORUMBAU;;;;5611-2/01 - RESTAURANTES E SIMILARES;MICROEMPRESA;;BA;Prado;;;;;;;;;30.992.464/0001-92;Empresário Individual;;FERNANDO FURUNO 06603731819;;;Em Implantação;;45980-000; - ;RUA B;;;;;ffuruno@gmail.com;;;;;22/07/2018;Restaurante, Cafeteria, Bar e Similares;QUADRA 2;;;ceudecorumbau@gmail.com;http://www.ceudecorumbau.com.br;21/08/2020 17:16;21/08/2022 17:16;;Restaurante;Espanhol|Inglês|Japonês;Cozinha regional;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;31.807.011/0001-01;;BOTECO DO ELEFANTINHO;;;;Bar;MICROEMPRESA;;RJ;Maricá;;;;;;;;;5611-2/04-BARESEOUTROSESTABELECIMENTOSESPECIALIZADOSEMSERVIRBEBIDAS,SEMENTRETENIMENTO.;Inglês;;GARCIA & ALI BAR, BOTECO & RESTAURANTE LTDA;;;Em Operação;;24937-110;Recanto de Itaipuaçu (Itaipuaçu);Doutor Adair Farah da Mota 1051;;;;;TABERNADOELEFANTINHO@GMAIL.COM;;;;;19/10/2018;Restaurante, Cafeteria, Bar e Similares;lote 9;;; - ;19/11/2020 17:23;19/11/2022 17:23;31.807.011/0001-01;;Sociedade Empresária Limitada;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;32.345.494/0001-32;;D' MINAS PAO DE QUEIJO GOURMET;;;;Similar;MICROEMPRESA;;TO;Colinas do Tocantins;;;;;;;;;5611-2/03-LANCHONETES,CASASDECHÁ,DESUCOSESIMILARES; - ;;JESSICA PEREIRA DE SOUSA 04341002180;;;Em Operação;;77760-000; - ;RUA 09 ;;;;;JESSICASOUSAMANU06@GMAIL.COM;;;;;03/01/2019;Restaurante, Cafeteria, Bar e Similares;QUADRA 07;;; - ;26/03/2021 12:45;26/03/2023 12:45;32.345.494/0001-32;;Empresário Individual;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;32.610.520/0001-02;;LANCHONETE PIRESINA;;;;Similar;MICROEMPRESA;;GO;Pires do Rio;;;;;;;;;5611-2/03-LANCHONETES,CASASDECHÁ,DESUCOSESIMILARES; - ;;WALDECI DE SOUSA 81260180115;;;Em Operação;;75200-000; - ;Rua 02;;;;;murilo@budazesilva.com.br;;;;;30/01/2019;Restaurante, Cafeteria, Bar e Similares;Q. 06;;; - ;10/08/2020 13:58;10/08/2022 13:58;32.610.520/0001-02;;Empresário Individual;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;32.668.555/0001-00;;MG STEAK HOUSE;;;;32.668.555/0001-00;MICROEMPRESA;;PA;Parauapebas;;;;;;;;;03/11/202213:20;Restaurante;;M G L BAR E RESTAURANTE LTDA;;;Em Operação;;68515-000; - ;AV CARAJAS;;;;;(65)9996-0027;;;;;05/02/2019;Restaurante, Cafeteria, Bar e Similares;QUADRA127;;;MARCIOROGERIOSANTANA@HOTMAIL.COM;MARCIOROGERIOSANTANA@HOTMAIL.COM;https://instagram.com/mgsteakhousepbs?igshid=1tuvbi2o9fit;03/11/2020 13:20;;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada; - ;Brasileira
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;33.072.951/0001-25;;Apreciate Churrascaria;;;;Restaurante;MICROEMPRESA;;SP;Piracicaba;;;;;;;;;5611-2/01-RESTAURANTESESIMILARES;Inglês;;APRECIATE GRILL RESTAURANTE EIRELI;;;Em Operação;;13400-315;Centro;Prudente de Morais;;;;;apreciate@hotmail.com;;;;;19/03/2019;Restaurante, Cafeteria, Bar e Similares;767;;;http://www.apreciatechurrascaria.com.br/capa.asp?idpaginainst=principal;19/05/2020 11:12;19/05/2022 11:12;33.072.951/0001-25;;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;34.919.229/0001-46;;MERCEARIA M DIAS;;;;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;MICROEMPRESA;;GO;Aparecida de Goiânia;;;;;;;;;34.919.229/0001-46;Empresário Individual;;JOSE MILTON BERNARDO DA SILVA 76397920453;;;Em Operação;;74959-018;Setor Residencial Campos Elísios;Verdon;;;;;JOSEMILTONBS9@GMAIL.COM;;;;;19/09/2019;Restaurante, Cafeteria, Bar e Similares;QUADRA 33;;;JOSEMILTONBS9@GMAIL.COM; - ;11/12/2020 12:18;11/12/2022 12:18;;Restaurante; - ;Brasileira;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;35.721.692/0001-41;;PADARIA MANA;;;;Cafeteria;MICROEMPRESA;;GO;Abadia de Goiás;;;;;;;;;5611-2/03-LANCHONETES,CASASDECHÁ,DESUCOSESIMILARES; - ;;JAIR OLIVEIRA SANTOS 86834738134;;;Em Operação;;75345-000; - ;RUA 08 QUADRA 36;;;;;JAIRSANTOSOLIVEIRA777@GMAIL.COM;;;;;06/12/2019;Restaurante, Cafeteria, Bar e Similares;LOTE 14;;; - ;30/09/2020 09:28;30/09/2022 09:28;35.721.692/0001-41;;Empresário Individual;Brasileira;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;40.460.845/0001-84;;THOMAS BURGER;;;;Similar;MICROEMPRESA;;RS;Santa Cruz do Sul;;;;;;;;;5611-2/01-RESTAURANTESESIMILARES; - ;;THOMAS BURGER HAMBURGUERIA LTDA;;;Em Implantação;;96810-034;Centro;Borges de Medeiros, 422;;;;;LUIS@EQUITYASSESSORIA.COM.BR;;;;;19/01/2021;Restaurante, Cafeteria, Bar e Similares;CONJ: 4;;; - ;23/02/2021 15:33;23/02/2023 15:33;40.460.845/0001-84;;Sociedade Empresária Limitada;Americana|Brasileira|Cozinha regional;;
restaurantescafeteriasebares202101trimestrecadasturpj-2021-Q1.csv;2021-Q1;40.499.457/0001-07;;ELENITA MARIA DA SILVA COSTA ;;;;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;MICROEMPRESA;;GO;Goiânia;;;;;;;;;40.499.457/0001-07;Empresário Individual;;ELENITA MARIA DA SILVA COSTA 05046532611;;;Em Operação;;74340-025;Parque Anhanguera;Prudente de Morais;;;;;ELENITAMSCOSTA@HOTMAIL.COM;;;;;21/01/2021;Restaurante, Cafeteria, Bar e Similares;QUADRA 45;;;ELENITAMSCOSTA@HOTMAIL.COM; - ;01/02/2021 17:29;01/02/2023 17:29;;Similar; - ;Brasileira;
